Date,Rf,TWII,OVX,Plastic_Chemical,Iron_Steel,Building Materials_Construction,Finance_Insurance,Trading_Consumer Goods,Semiconductors ,Communications Technology_Internet ,Electronic Parts_Components
2018/11/27,0.973,9778.620,54.640,122.74,86.43,86.16,134.52,181.61,175.31,109.79,100.84
2018/11/28,0.973,9884.310,53.990,123.28,86.88,86.99,134.69,184.15,178.03,110.39,103.00
2018/11/29,0.959,9885.360,53.960,123.23,87.02,86.94,133.91,182.77,179.56,109.58,103.45
2018/11/30,0.950,9888.030,56.040,124.01,87.08,86.69,134.02,180.79,178.10,109.71,104.85
2018/12/3,0.959,10137.870,49.610,125.72,88.09,87.86,135.22,181.02,185.45,109.64,109.66
2018/12/4,0.941,10083.540,49.840,125.40,88.57,87.62,135.02,180.36,184.73,109.41,109.75
2018/12/6,0.909,9684.720,50.130,122.66,86.84,85.77,132.89,175.45,173.09,108.49,103.16
2018/12/7,0.913,9760.880,41.830,123.46,86.83,87.41,132.93,177.71,174.20,109.56,104.55
2018/12/10,0.900,9647.540,45.060,122.36,86.51,86.79,131.77,175.41,172.14,109.01,101.53
2018/12/11,0.891,9707.040,41.460,122.12,86.76,86.63,131.79,179.80,174.31,109.85,102.73
2018/12/12,0.894,9816.450,39.900,122.78,87.89,87.34,131.92,177.89,177.65,109.91,104.17
2018/12/13,0.898,9858.760,39.250,123.43,87.72,87.36,132.84,179.48,177.80,110.31,103.30
2018/12/14,0.891,9774.160,42.380,123.12,87.28,87.01,132.33,178.32,175.25,110.02,103.05
2018/12/17,0.903,9787.530,46.590,123.34,87.01,87.16,132.16,178.78,175.68,109.92,102.67
2018/12/18,0.894,9718.820,53.350,122.76,86.73,86.37,130.71,177.56,174.89,109.24,102.15
2018/12/19,0.878,9783.210,50.860,123.53,87.08,86.28,131.36,179.26,176.77,109.71,102.09
2018/12/20,0.878,9674.520,52.890,123.24,87.01,85.73,130.65,177.92,173.25,109.39,100.76
2018/12/21,0.866,9676.670,51.760,122.25,86.80,85.23,130.48,174.24,174.75,109.29,101.00
2018/12/24,0.876,9639.700,56.730,121.92,86.98,85.75,130.28,174.61,172.76,109.34,101.37
2018/12/26,0.852,9478.990,54.070,119.35,85.81,84.57,129.07,171.99,169.74,107.89,98.21
2018/12/27,0.863,9641.560,57.160,121.27,86.29,85.05,130.28,174.17,174.38,108.63,99.93
2018/12/28,0.865,9727.410,53.110,123.53,87.15,85.69,130.86,173.86,176.10,112.58,100.25
2019/1/2,0.846,9554.140,54.720,120.20,86.42,85.20,129.35,169.67,171.74,109.10,99.49
2019/1/3,0.836,9492.420,53.570,119.94,86.67,85.46,129.05,169.09,168.75,109.00,98.72
2019/1/4,0.842,9382.510,51.520,119.58,86.50,85.39,128.10,169.94,163.66,109.23,97.91
2019/1/7,0.867,9590.300,50.420,123.26,87.57,86.45,130.24,174.32,167.15,110.26,101.03
2019/1/8,0.872,9563.600,46.080,124.38,87.92,85.68,129.71,174.45,166.10,109.72,101.48
2019/1/9,0.874,9738.310,44.360,125.50,89.33,87.07,131.89,177.67,169.53,110.01,103.22
2019/1/10,0.863,9720.690,42.990,124.63,89.03,86.93,131.95,178.46,169.99,109.70,103.45
2019/1/11,0.873,9759.400,40.990,124.64,89.15,86.66,131.57,178.46,172.67,109.72,102.70
2019/1/14,0.847,9708.220,40.810,124.54,89.14,86.27,130.51,176.52,171.42,109.55,102.48
2019/1/15,0.862,9806.040,39.750,125.02,89.50,86.87,130.80,176.83,173.54,109.97,105.25
2019/1/16,0.861,9763.810,38.770,124.51,89.11,86.58,129.88,175.43,171.99,110.28,106.05
2019/1/17,0.861,9789.150,37.030,124.89,89.14,86.92,130.18,176.36,173.48,109.92,105.56
2019/1/18,0.871,9836.060,35.630,125.65,89.33,87.32,130.52,178.55,172.99,110.09,106.75
2019/1/22,0.857,9894.660,38.260,126.41,89.24,88.23,131.53,177.89,175.88,110.01,106.53
2019/1/23,0.854,9846.400,37.690,124.94,89.29,88.33,131.21,177.55,174.48,109.94,106.57
2019/1/24,0.848,9877.120,36.750,124.38,89.85,88.74,131.35,179.03,176.23,110.02,107.03
2019/1/25,0.859,9969.610,35.210,126.04,90.06,88.70,131.68,180.20,179.09,110.24,108.64
2019/1/28,0.867,10013.330,37.610,126.23,90.22,89.09,132.16,180.59,180.90,109.88,108.46
2019/1/29,0.875,9931.590,37.130,125.63,90.17,88.97,132.26,180.62,176.71,110.09,107.28
2019/1/30,0.870,9932.260,35.590,126.19,90.58,89.25,132.39,180.65,175.72,110.45,107.90
2019/2/11,0.828,10004.250,33.340,124.50,90.31,89.91,132.02,179.45,180.45,110.54,109.15
2019/2/12,0.824,10097.740,32.690,125.90,91.15,89.74,132.76,180.04,182.14,110.74,111.75
2019/2/13,0.829,10090.580,32.260,125.72,91.25,89.67,133.17,178.25,181.73,109.75,114.16
2019/2/14,0.830,10089.010,32.100,125.86,90.34,89.48,133.35,178.57,180.69,109.44,114.43
2019/2/15,0.820,10064.780,29.460,125.61,90.23,89.18,132.94,179.69,180.43,109.79,113.99
2019/2/19,0.814,10152.260,31.000,126.77,89.96,89.67,133.91,178.18,181.78,109.72,115.20
2019/2/20,0.808,10272.460,30.760,127.55,90.65,90.54,134.82,181.38,185.47,110.16,116.31
2019/2/21,0.814,10319.530,30.160,127.82,90.73,90.16,135.29,180.92,186.93,110.38,116.92
2019/2/22,0.820,10322.920,29.850,127.87,90.60,90.08,135.41,181.28,187.13,110.82,116.29
2019/2/25,0.815,10390.930,32.690,128.21,90.97,90.11,135.71,181.16,189.25,111.21,117.17
2019/2/26,0.819,10391.550,31.570,127.94,91.34,90.14,135.59,181.26,190.07,110.82,116.49
2019/2/27,0.820,10389.170,31.010,127.61,91.39,90.07,136.33,181.73,189.72,111.22,114.94
2019/3/4,0.835,10349.880,30.200,127.36,91.29,90.36,135.54,177.11,187.70,111.50,116.80
2019/3/5,0.831,10305.260,29.790,127.13,91.39,90.28,135.21,175.12,185.78,111.31,115.23
2019/3/6,0.826,10357.150,29.690,127.94,90.85,90.41,135.78,175.42,186.71,111.45,115.96
2019/3/7,0.828,10311.680,30.430,128.95,90.11,90.01,135.53,175.29,185.88,110.91,114.77
2019/3/8,0.815,10241.750,29.770,128.34,89.90,90.40,134.82,174.50,183.17,111.26,114.41
2019/3/11,0.817,10250.280,29.180,128.06,89.81,90.58,134.97,174.59,183.52,111.13,115.05
2019/3/12,0.822,10343.330,28.560,128.87,90.75,90.26,136.08,174.63,186.64,111.47,113.57
2019/3/13,0.811,10373.320,28.130,128.73,90.47,90.12,136.36,174.70,187.61,111.88,115.10
2019/3/14,0.810,10348.650,27.220,128.15,89.83,90.59,136.21,173.43,186.02,111.22,115.82
2019/3/15,0.800,10439.240,26.270,128.97,90.69,90.97,136.76,174.91,188.98,112.03,116.61
2019/3/18,0.794,10512.700,26.480,129.91,90.95,91.32,137.96,174.04,190.64,113.08,117.66
2019/3/19,0.792,10512.320,28.440,129.48,90.61,91.39,138.82,173.74,190.45,113.10,118.00
2019/3/20,0.807,10551.560,27.210,129.69,91.52,92.11,139.36,174.71,191.48,113.37,118.84
2019/3/21,0.792,10609.550,27.140,130.19,91.43,92.09,139.29,174.70,194.05,113.50,120.38
2019/3/22,0.786,10639.070,27.780,130.34,91.27,92.28,138.48,173.76,196.35,113.53,120.57
2019/3/25,0.768,10479.480,29.320,129.39,90.62,91.99,136.96,172.45,191.25,112.82,118.05
2019/3/26,0.773,10559.200,27.920,130.38,90.99,92.68,137.46,172.62,193.26,113.62,119.65
2019/3/27,0.773,10542.700,28.110,131.05,91.05,93.41,136.44,172.58,191.86,113.64,120.72
2019/3/28,0.759,10536.260,28.520,130.97,90.82,93.79,136.32,173.31,191.85,114.18,120.12
2019/3/29,0.765,10641.040,26.750,132.13,91.59,94.29,137.96,176.14,194.47,114.60,120.78
2019/4/1,0.773,10642.630,26.230,130.65,90.76,94.08,137.08,173.68,194.81,115.16,120.06
2019/4/2,0.778,10690.300,26.280,130.87,90.65,93.92,137.42,172.39,196.01,114.65,121.29
2019/4/3,0.772,10704.380,25.570,130.67,90.98,93.90,137.47,171.56,196.40,114.15,123.01
2019/4/8,0.745,10800.570,24.330,130.64,91.09,94.51,137.26,171.67,200.72,114.24,124.96
2019/4/9,0.753,10851.600,24.660,131.31,91.05,94.59,137.78,172.02,201.63,115.04,124.84
2019/4/10,0.757,10868.140,24.680,131.52,91.44,94.36,137.68,172.40,201.74,115.26,125.52
2019/4/11,0.761,10808.770,25.700,131.31,90.85,93.58,137.69,172.22,199.91,114.70,124.94
2019/4/12,0.761,10805.300,25.700,129.91,91.00,93.31,137.54,171.67,199.50,115.16,124.59
2019/4/15,0.762,10875.600,25.510,130.12,90.69,93.12,137.43,171.24,201.95,115.35,125.81
2019/4/16,0.747,10927.850,25.570,130.41,91.03,93.10,137.31,171.11,203.23,116.33,126.85
2019/4/17,0.747,10997.260,25.190,130.72,91.21,93.71,137.34,170.61,206.20,115.99,128.31
2019/4/18,0.746,10962.020,24.450,130.02,90.64,92.16,137.13,166.91,207.71,115.91,126.29
2019/4/22,0.752,10987.710,26.070,130.60,90.80,92.65,137.55,168.68,209.29,116.07,127.53
2019/4/23,0.749,11025.680,26.560,130.97,90.88,92.79,137.90,169.12,210.38,117.01,125.94
2019/4/24,0.748,11027.640,25.280,130.69,90.72,93.09,138.32,168.80,210.81,116.90,125.29
2019/4/25,0.740,11039.860,25.570,131.35,90.40,93.20,138.35,168.17,210.46,116.91,126.13
2019/4/26,0.743,10952.470,31.240,131.77,90.40,92.87,138.75,167.86,205.74,116.57,124.36
2019/4/29,0.734,10939.060,29.040,131.95,90.35,92.77,140.10,168.06,204.64,116.22,121.47
2019/4/30,0.733,10967.730,29.310,132.06,90.20,93.22,140.77,169.27,205.02,116.66,122.99
2019/5/2,0.736,11004.490,30.490,133.18,90.19,93.37,142.09,173.43,205.04,117.39,122.63
2019/5/3,0.747,11096.300,29.880,132.74,90.60,93.49,142.08,173.47,209.84,117.62,123.35
2019/5/6,0.732,10897.120,30.910,131.52,90.16,92.61,140.26,172.12,205.22,116.23,119.04
2019/5/7,0.739,10987.140,34.070,131.30,90.44,93.19,140.64,172.62,208.16,116.69,120.84
2019/5/8,0.738,10923.710,32.230,130.50,90.19,93.19,140.09,171.81,206.20,116.62,121.09
2019/5/9,0.739,10733.670,32.480,128.71,89.24,92.94,138.68,168.58,202.84,115.35,117.43
2019/5/10,0.743,10712.990,32.800,129.10,88.84,92.40,138.76,171.25,202.20,115.29,116.46
2019/5/13,0.737,10558.290,34.600,127.84,88.41,92.33,137.60,170.84,197.45,114.93,113.70
2019/5/14,0.732,10519.250,32.130,127.71,87.82,92.36,136.29,170.33,196.34,115.42,113.67
2019/5/15,0.734,10560.710,29.260,128.35,87.72,92.89,136.73,171.58,197.19,115.51,114.87
2019/5/16,0.722,10474.610,29.420,128.11,87.61,92.23,135.52,170.40,195.38,114.72,111.85
2019/5/17,0.724,10384.110,29.440,128.01,87.59,91.91,135.80,170.47,191.43,114.61,109.30
2019/5/20,0.721,10398.410,27.630,129.26,88.18,91.95,137.16,172.99,188.77,114.82,109.17
2019/5/21,0.719,10464.500,26.930,130.73,89.55,92.89,139.46,177.45,186.34,116.55,110.14
2019/5/22,0.710,10457.220,28.190,129.91,89.15,92.86,138.76,174.37,188.80,115.81,109.11
2019/5/23,0.708,10308.370,33.790,129.40,88.87,92.79,138.55,173.79,183.20,115.80,106.21
2019/5/24,0.698,10328.280,33.190,129.04,88.76,93.49,139.06,172.97,184.75,115.75,106.45
2019/5/28,0.712,10312.310,34.360,130.29,88.37,95.76,139.13,173.97,182.79,114.93,105.95
2019/5/29,0.702,10301.780,36.430,129.59,88.07,95.90,139.00,173.88,182.00,115.83,106.63
2019/5/30,0.709,10382.990,39.620,130.31,88.10,96.57,140.32,173.10,183.95,116.56,108.16
2019/5/31,0.705,10498.490,46.910,130.93,88.71,97.11,141.62,172.48,187.83,116.91,109.48
2019/6/3,0.698,10500.070,46.780,130.15,88.30,97.05,141.69,173.19,189.43,116.81,109.72
2019/6/4,0.676,10429.120,43.460,129.89,88.46,96.58,142.11,172.91,185.98,116.81,110.18
2019/6/5,0.672,10461.620,45.190,130.58,88.63,96.30,141.86,172.19,187.40,117.23,109.43
2019/6/6,0.673,10409.200,40.660,130.40,88.90,95.97,142.74,171.67,184.81,117.18,108.19
2019/6/10,0.683,10566.470,39.120,130.55,89.29,96.52,144.10,173.09,190.62,118.15,110.92
2019/6/11,0.700,10607.760,38.690,130.72,89.11,96.56,142.98,172.64,193.31,117.75,112.16
2019/6/12,0.707,10615.660,43.060,131.18,89.39,96.36,141.30,172.44,194.56,117.82,112.52
2019/6/13,0.708,10561.010,41.560,131.38,89.21,95.97,140.99,173.55,190.94,117.95,111.88
2019/6/14,0.703,10524.670,42.890,131.62,89.42,96.18,141.23,172.25,188.33,117.47,111.29
2019/6/17,0.714,10530.540,46.150,131.94,89.63,96.75,141.62,173.09,186.17,116.88,113.19
2019/6/18,0.711,10566.740,43.430,132.37,89.76,96.83,142.44,173.20,187.76,116.98,112.72
2019/6/19,0.707,10775.340,40.790,133.03,90.70,98.47,144.27,175.53,194.04,118.51,116.11
2019/6/20,0.691,10785.010,41.660,132.62,90.41,99.47,144.38,176.56,194.95,118.17,117.73
2019/6/21,0.690,10803.770,42.130,132.65,90.95,99.26,143.36,176.46,197.27,118.75,117.22
2019/6/24,0.685,10779.450,41.000,133.64,90.96,99.52,144.12,177.94,193.13,119.24,117.72
2019/6/25,0.676,10706.720,40.260,133.00,90.83,99.82,144.05,176.89,191.13,119.31,115.60
2019/6/26,0.683,10652.550,38.450,130.72,90.56,99.52,144.11,175.62,188.76,119.36,115.70
2019/6/27,0.692,10773.900,37.840,131.31,90.55,99.36,145.06,176.66,193.15,119.18,117.51
2019/6/28,0.684,10730.830,39.460,131.06,90.48,98.88,144.52,176.07,192.07,118.92,117.28
2019/7/1,0.689,10895.460,35.920,131.06,90.07,99.13,144.55,176.31,199.09,119.18,120.97
2019/7/2,0.679,10865.120,37.770,127.99,89.52,98.35,144.12,176.25,199.57,119.89,119.98
2019/7/3,0.661,10743.770,36.720,125.80,89.55,97.59,143.92,177.58,195.02,119.23,118.86
2019/7/5,0.646,10785.730,34.700,126.02,89.64,97.72,144.34,177.17,195.72,119.52,120.07
2019/7/8,0.653,10751.220,34.000,125.27,89.70,97.36,143.90,177.12,194.68,119.67,118.74
2019/7/9,0.645,10702.780,30.300,124.57,89.46,97.75,143.62,176.26,194.43,117.28,116.56
2019/7/10,0.649,10798.480,30.760,125.03,89.86,98.22,144.43,176.28,198.15,117.39,117.59
2019/7/11,0.649,10843.420,29.860,124.50,89.68,98.02,144.91,176.40,200.73,116.77,118.64
2019/7/12,0.665,10824.350,30.390,125.00,89.64,97.77,144.55,175.40,200.84,116.58,118.95
2019/7/15,0.670,10876.430,30.830,125.39,89.41,97.66,143.92,176.14,203.92,116.15,119.80
2019/7/16,0.670,10886.050,32.060,124.97,89.67,97.24,143.77,175.07,204.36,114.54,120.12
2019/7/17,0.682,10828.480,34.940,124.39,89.82,97.31,143.64,174.44,201.46,115.26,119.42
2019/7/18,0.660,10799.280,33.070,123.96,89.47,97.38,143.45,175.47,201.90,114.78,118.22
2019/7/19,0.656,10873.190,34.840,123.82,90.13,97.49,143.65,176.91,205.68,115.24,119.07
2019/7/22,0.656,10944.530,33.630,123.89,90.19,97.23,144.05,176.63,209.29,115.90,119.65
2019/7/23,0.656,10947.260,32.250,124.13,90.11,96.60,143.73,175.35,209.78,115.60,120.12
2019/7/24,0.672,10935.760,32.860,123.19,90.00,95.93,143.39,173.97,210.38,115.45,120.55
2019/7/25,0.665,10941.410,31.950,123.29,88.01,95.62,143.86,174.97,211.12,113.37,121.20
2019/7/26,0.676,10891.980,32.290,123.24,88.40,95.80,143.47,175.22,208.55,113.51,121.66
2019/7/29,0.679,10885.730,31.630,122.90,88.42,95.71,143.47,175.25,208.65,113.37,121.04
2019/7/30,0.688,10830.900,30.070,122.58,88.06,95.27,143.32,176.14,207.81,112.79,120.00
2019/7/31,0.684,10823.810,30.770,122.22,87.82,94.83,142.93,174.34,207.22,113.30,121.26
2019/8/1,0.693,10731.750,36.430,121.23,87.20,94.24,141.48,172.84,205.19,112.56,121.28
2019/8/2,0.667,10549.040,35.560,119.33,86.59,93.89,139.70,170.72,201.35,112.03,118.18
2019/8/5,0.662,10423.410,37.040,117.96,86.02,93.41,139.35,169.00,197.52,112.45,116.27
2019/8/6,0.661,10394.750,36.430,116.94,85.84,92.96,138.34,169.08,198.41,112.04,116.56
2019/8/7,0.663,10386.180,38.100,116.76,85.61,92.93,138.20,168.89,198.53,112.20,116.43
2019/8/8,0.659,10494.490,35.980,116.87,86.10,93.40,138.95,170.66,201.95,112.95,118.43
2019/8/12,0.651,10472.360,34.430,115.82,85.83,93.98,138.11,169.10,200.77,113.26,119.42
2019/8/13,0.637,10362.660,33.190,115.02,85.41,93.64,136.86,169.17,197.39,112.61,119.17
2019/8/14,0.640,10427.730,35.830,115.24,84.78,93.71,136.82,170.22,199.99,112.76,121.11
2019/8/15,0.625,10327.130,36.200,113.28,84.18,93.37,135.68,169.79,198.57,112.70,120.04
2019/8/16,0.632,10420.890,35.020,114.42,84.41,93.79,137.42,171.04,200.34,113.32,120.03
2019/8/19,0.645,10488.750,32.990,114.77,84.20,94.00,138.24,170.61,203.32,113.05,121.76
2019/8/20,0.646,10522.500,32.340,115.44,84.05,94.10,138.13,170.98,204.83,112.88,122.51
2019/8/21,0.644,10525.800,32.390,115.55,84.08,94.37,137.25,170.89,204.79,113.40,122.59
2019/8/22,0.645,10529.780,32.390,115.48,83.97,94.39,137.61,171.43,204.56,113.31,123.34
2019/8/23,0.654,10538.110,35.200,116.17,83.73,94.49,138.15,170.91,204.62,113.51,122.98
2019/8/26,0.640,10354.570,35.420,114.63,83.31,93.66,136.77,168.89,200.35,112.58,118.19
2019/8/27,0.644,10387.230,33.730,114.17,82.95,92.87,137.11,168.40,201.68,113.26,118.58
2019/8/28,0.641,10434.290,32.720,114.47,83.50,93.34,137.46,168.19,203.81,113.93,118.47
2019/8/29,0.638,10462.430,31.820,114.95,83.18,92.77,136.84,169.99,205.07,114.53,118.93
2019/8/30,0.644,10618.050,32.160,117.03,83.69,93.37,138.73,171.66,208.66,115.18,121.09
2019/9/3,0.660,10558.210,35.730,116.20,83.99,93.65,138.19,169.27,205.62,115.24,122.01
2019/9/4,0.653,10657.310,34.560,117.29,84.09,94.80,138.89,172.06,208.38,115.90,122.79
2019/9/5,0.655,10756.930,33.500,118.54,84.26,94.89,139.92,172.23,212.11,115.91,124.85
2019/9/6,0.673,10780.640,33.210,118.24,84.31,94.57,140.82,173.80,212.79,115.90,124.59
2019/9/10,0.686,10753.580,33.550,117.96,84.75,94.19,143.64,173.67,211.31,116.62,122.11
2019/9/11,0.691,10790.350,34.940,117.94,85.13,93.55,143.86,174.66,212.37,116.63,122.41
2019/9/12,0.689,10827.550,35.580,118.49,85.09,94.05,143.82,174.51,212.39,116.79,123.84
2019/9/16,0.704,10898.130,48.580,120.30,85.49,94.33,144.24,174.75,214.20,117.27,124.42
2019/9/17,0.704,10874.500,44.890,119.97,84.51,94.21,144.23,175.06,214.46,117.26,124.48
2019/9/18,0.700,10929.450,40.440,120.00,84.72,95.00,145.12,175.14,215.71,117.84,125.17
2019/9/19,0.703,10894.700,41.150,119.57,84.55,94.71,144.91,174.60,214.86,117.83,125.49
2019/9/20,0.709,10929.690,38.990,120.14,84.97,95.16,144.93,174.86,214.84,118.00,125.09
2019/9/23,0.701,10919.020,39.060,119.89,84.21,95.51,144.00,173.86,215.22,117.48,125.95
2019/9/24,0.714,10918.010,38.740,119.59,84.29,95.18,143.90,173.70,215.73,117.11,124.46
2019/9/25,0.706,10873.690,38.370,119.08,83.50,95.05,143.00,173.45,215.64,116.35,122.59
2019/9/26,0.719,10871.990,37.520,118.89,83.27,94.65,142.75,172.24,216.55,116.15,122.65
2019/9/27,0.723,10829.680,38.900,117.52,82.71,93.93,141.94,171.16,217.94,115.97,120.97
2019/10/1,0.723,10967.650,38.880,118.17,82.73,93.88,142.91,170.42,223.70,117.03,123.42
2019/10/2,0.718,10947.880,39.620,117.73,82.51,93.21,142.34,170.09,223.36,117.17,124.21
2019/10/3,0.714,10875.910,40.400,116.93,82.12,93.55,141.12,169.83,221.63,116.83,123.41
2019/10/4,0.714,10894.480,39.310,117.18,82.06,93.47,141.45,170.06,222.06,117.28,122.93
2019/10/7,0.701,10935.060,39.420,117.72,82.37,93.72,141.34,170.39,223.14,117.73,124.94
2019/10/8,0.698,11017.310,39.490,118.19,82.76,93.82,141.98,171.50,227.84,117.57,124.60
2019/10/9,0.690,10889.960,38.000,117.06,82.18,93.76,141.06,169.89,223.71,116.99,122.98
2019/10/14,0.702,11066.950,40.210,118.26,83.02,95.42,142.91,171.63,229.49,117.61,126.82
2019/10/15,0.684,11111.800,39.470,118.89,82.94,95.92,142.94,172.75,231.27,117.91,126.85
2019/10/16,0.672,11162.830,39.470,119.87,83.01,97.51,143.56,173.84,232.94,118.07,126.30
2019/10/17,0.666,11186.880,37.710,120.13,83.13,98.47,143.87,174.03,231.91,118.31,127.71
2019/10/18,0.667,11180.220,36.430,120.08,83.06,97.99,143.56,174.76,231.90,118.31,128.67
2019/10/21,0.667,11184.150,36.660,120.32,83.25,99.32,143.92,176.22,229.84,118.41,128.89
2019/10/22,0.690,11271.250,35.520,120.97,83.39,99.50,144.53,180.05,232.36,118.83,130.22
2019/10/23,0.685,11239.670,35.660,120.29,83.36,99.03,143.57,178.40,232.30,118.51,130.19
2019/10/24,0.687,11320.140,35.950,121.62,83.68,99.43,144.72,179.22,233.40,118.80,131.79
2019/10/25,0.684,11296.120,34.640,120.91,83.37,98.96,144.65,178.44,233.27,118.55,131.54
2019/10/28,0.694,11315.020,35.640,120.82,83.18,98.93,144.78,177.78,234.13,118.77,132.34
2019/10/29,0.705,11333.870,35.700,120.73,83.20,98.51,145.00,177.75,236.58,118.01,130.20
2019/10/30,0.705,11380.280,34.360,121.64,83.34,99.35,145.58,179.08,237.19,118.42,131.71
2019/10/31,0.687,11358.710,35.840,121.22,83.26,99.11,145.40,178.71,236.90,117.48,130.65
2019/11/1,0.678,11399.530,34.370,121.49,83.47,98.83,145.29,178.58,237.46,117.96,130.78
2019/11/4,0.678,11556.850,35.630,122.49,83.59,99.39,146.65,180.21,242.54,118.19,131.40
2019/11/5,0.689,11644.030,33.770,122.90,84.52,99.36,147.54,181.34,245.62,118.60,133.50
2019/11/6,0.691,11653.070,33.220,122.43,84.07,99.70,149.31,181.51,245.94,118.87,131.92
2019/11/7,0.685,11606.560,31.450,122.08,84.30,99.38,149.00,182.56,244.14,118.51,131.52
2019/11/8,0.702,11579.540,31.450,121.57,84.50,99.01,148.99,182.03,241.43,119.12,132.12
2019/11/11,0.705,11427.280,34.220,120.12,84.11,97.93,147.72,181.32,237.93,119.05,129.34
2019/11/12,0.702,11520.370,33.740,119.76,84.07,98.11,148.53,180.75,241.19,118.89,131.75
2019/11/13,0.702,11467.830,35.150,119.07,82.71,98.13,147.76,180.61,240.32,118.04,130.98
2019/11/14,0.699,11450.420,33.940,118.87,82.02,97.91,147.27,180.98,239.87,118.42,130.96
2019/11/15,0.698,11525.600,32.420,119.21,81.99,98.09,147.87,182.48,242.57,118.74,130.90
2019/11/18,0.696,11599.780,33.680,119.49,82.61,97.93,148.72,182.78,245.47,118.62,132.06
2019/11/19,0.685,11656.400,32.940,119.45,82.83,98.25,148.80,183.99,247.92,118.36,132.71
2019/11/20,0.673,11631.200,32.200,119.03,82.96,98.85,148.55,184.08,246.88,119.10,131.14
2019/11/21,0.680,11558.270,31.590,118.76,82.57,98.19,147.45,181.94,244.67,118.35,130.98
2019/11/22,0.683,11566.800,32.380,119.42,82.69,98.22,147.86,183.49,243.88,119.34,130.69
2019/11/25,0.691,11561.580,31.900,119.81,82.87,98.43,148.29,182.45,242.88,119.39,131.15
2019/11/26,0.684,11576.820,31.250,120.12,83.42,98.59,148.31,183.69,243.24,118.45,132.37
2019/11/27,0.679,11647.460,30.820,120.69,83.54,98.77,148.92,182.70,245.91,118.68,133.47
2019/11/29,0.682,11489.570,36.730,119.42,82.67,98.37,146.90,180.54,241.57,117.95,131.69
2019/12/2,0.688,11502.830,34.970,119.38,82.47,98.58,146.86,181.64,242.76,117.90,131.20
2019/12/3,0.687,11531.580,35.050,119.27,83.14,98.64,147.00,181.59,242.96,117.96,132.59
2019/12/4,0.676,11510.470,32.210,119.38,83.26,98.64,146.85,180.39,242.61,117.82,132.32
2019/12/5,0.683,11594.650,30.410,118.72,82.91,99.43,146.82,180.05,247.10,118.29,132.97
2019/12/6,0.680,11609.640,30.020,119.16,82.86,99.20,146.77,179.84,247.67,117.62,133.47
2019/12/9,0.684,11660.770,30.020,118.67,82.81,99.36,147.09,179.82,250.05,117.38,134.45
2019/12/10,0.677,11627.840,27.940,118.72,82.71,99.62,147.17,179.11,248.67,116.98,134.16
2019/12/11,0.673,11700.770,27.810,118.72,82.76,99.32,147.69,179.57,252.52,116.78,134.59
2019/12/12,0.670,11836.420,27.440,119.29,82.75,99.06,148.06,179.61,260.71,117.32,134.77
2019/12/13,0.676,11927.730,26.760,119.02,83.52,98.78,149.46,179.10,265.46,117.47,134.06
2019/12/16,0.666,11939.770,26.510,119.35,83.36,99.27,149.10,178.59,264.62,116.78,136.00
2019/12/17,0.668,12097.010,26.330,120.67,84.07,99.78,149.93,180.20,271.35,116.95,136.75
2019/12/18,0.666,12122.450,26.770,121.38,84.57,100.39,150.53,181.20,270.52,117.10,136.23
2019/12/19,0.666,12018.900,24.800,120.91,84.07,100.49,150.20,181.04,264.54,116.68,136.15
2019/12/20,0.665,11959.080,25.540,121.48,83.79,99.88,150.16,180.83,260.27,117.48,136.21
2019/12/23,0.662,12022.230,25.110,121.68,84.60,100.10,150.73,182.05,263.30,117.73,135.76
2019/12/24,0.666,11976.380,25.460,121.32,84.55,100.38,150.25,182.22,261.88,116.75,136.59
2019/12/26,0.670,12001.010,24.080,121.10,84.47,100.81,150.25,183.28,262.74,117.17,137.53
2019/12/27,0.673,12091.590,25.160,121.81,84.70,101.16,150.66,183.00,266.15,117.73,139.12
2019/12/30,0.673,12053.370,25.860,121.32,84.95,101.42,150.39,182.10,263.88,117.46,141.49
2019/12/31,0.672,11997.140,28.300,121.01,84.94,101.32,149.72,181.53,261.34,116.61,141.91
2020/1/2,0.670,12100.480,28.750,121.18,85.21,101.60,149.87,180.95,266.81,116.87,143.42
2020/1/3,0.656,12110.430,31.920,122.08,85.22,101.26,150.45,181.54,266.18,117.08,144.07
2020/1/6,0.645,11953.360,32.320,121.84,84.37,100.49,149.12,180.43,260.41,115.91,141.42
2020/1/7,0.648,11880.320,31.800,121.00,84.08,101.08,149.06,180.56,258.49,114.91,137.65
2020/1/8,0.640,11817.100,32.600,119.60,83.33,100.49,148.03,180.03,258.63,114.40,135.94
2020/1/9,0.648,11970.630,33.220,120.24,83.85,101.05,148.90,181.31,264.67,114.93,138.39
2020/1/10,0.643,12024.650,30.380,120.21,84.33,101.92,149.44,182.44,265.89,114.81,138.02
2020/1/13,0.641,12113.420,34.250,120.87,84.98,101.95,151.18,183.62,267.71,115.19,139.35
2020/1/14,0.639,12179.810,33.620,120.81,85.13,101.87,151.78,183.69,270.38,114.94,141.65
2020/1/15,0.634,12091.880,33.380,120.45,84.97,102.09,151.61,182.97,266.62,114.45,140.16
2020/1/16,0.627,12066.930,29.790,120.35,84.92,102.82,151.77,182.92,263.66,114.83,141.29
2020/1/17,0.607,12090.290,28.600,120.90,85.00,103.05,152.51,183.23,262.61,115.43,141.39
